    46.0000     -0.0068    292.0000      4.3649    -26.0319     54.7741    186.0185   -306.1194 292 292
    74.0000     -0.0068      1.0000      4.4392    -26.2746     55.5403    192.1245   -306.1343   1 292
   105.0000     -0.0069      1.0000      5.7316    -29.2063     59.4898    178.5751   -306.1335   1 292
   135.0000     -0.0069      1.0000      7.3314    -34.5954     64.3011    156.0786   -306.1337   1 292
   166.0000     -0.0069      1.0000      8.7781    -40.8892     68.2571    149.9773   -306.1335   1 292
   196.0000     -0.0069      1.0000      9.1399    -45.1349     69.6753    146.2577   -306.1337   1 292
   227.0000     -0.0069      1.0000      9.4304    -45.1245     69.9400    157.8583   -306.1334   1 292
   258.0000     -0.0069      1.0000      9.3083    -44.4974     76.6003    197.6693   -306.1334   1 292
   288.0000     -0.0069      1.0000      9.2667    -47.1255     93.6857    243.4939   -306.1337   1 292
   319.0000     -0.0069      1.0000      8.9292    -46.5804    100.7105    256.5510   -306.1335   1 292
   349.0000     -0.0069      1.0000      6.9538    -35.4572     77.3853    237.9246   -306.1337   1 292
   380.0000     -0.0069      1.0000      5.2636    -28.7868     62.4626    225.5568   -306.1335   1 292
    15.0000     -0.0068      1.3958      4.8667    -27.5664     58.8960    205.1170   -306.1394   2 292
    46.0000     -0.0068      1.9980      4.3676    -26.0379     54.7656    186.0185   -306.1335   2 292
    74.0000     -0.0068     42.8214      4.4392    -26.2772     55.5402    192.1245   -306.1343  74 292
   105.0000     -0.0065    239.1250      5.7316    -29.2119     59.4891    178.5751   -306.1380 292 292
   135.0000      0.0007    292.0000      7.1095    -34.6297     64.2906    156.0786   -306.1721 292 292
   166.0000      0.0843    292.0000      3.6817    -41.3090     68.0891    149.9773   -306.5453 292 292
   196.0000      0.4675    292.0000      1.6758    -47.5194     68.6744    146.2577   -308.2686 292 292
   227.0000      0.9675    292.0000      1.7673    -50.1154     67.8715    157.8583   -310.5277 292 292
   258.0000      1.6175    292.0000      1.8616    -52.7879     73.2331    197.6693   -313.4836 292 292
   288.0000      2.4979    292.0000      2.1403    -60.6902     88.0785    243.4939   -317.5206 292 292
   319.0000      4.1747    292.0000      2.5081    -71.1217     91.3252    256.5510   -325.3627 292 292
   349.0000     13.2747      1.5625      4.9487   -140.3286     49.4915    237.9246   -370.1902   2 292
   380.0000     15.0463      2.0000      4.7459   -134.5767     33.1007    225.5568   -379.4081   2 292
    15.0000     15.3407      2.7708      4.6345   -131.4173     28.9292    205.1170   -380.9645   3 292
    46.0000     15.2287      3.3884      4.1900   -118.8126     25.5038    186.0185   -380.3701   4 292
    74.0000     15.5506      4.8750      4.4283   -125.5718     25.3868    192.1245   -382.0729   6 292
   105.0000     14.9810      9.3542      5.2038   -147.5607     29.7355    178.5751   -379.0719  13 292
   135.0000     13.7956     15.7840      5.7482   -162.9986     31.5436    156.0786   -372.8740  19 292
   166.0000     12.5437     22.1136      5.9550   -168.8618     30.6110    149.9773   -366.4097  25 292
   196.0000     11.3967     28.2687      5.8093   -164.7309     30.9711    146.2577   -360.5579  31 292
   227.0000     10.8114     32.6223      5.3974   -153.0513     34.4668    157.8583   -357.5953  34 292
   258.0000     11.0500     34.0000      5.2302   -148.3094     43.1273    197.6693   -358.7975  34 292
   288.0000     12.1746     26.0000      5.8256   -165.1936     55.6750    243.4939   -364.5116  26 292
   319.0000     13.7174     22.1929      6.5385   -185.4097     58.4564    256.5510   -372.4597  23 292
   349.0000     15.0638     23.8042      6.0356   -171.1485     42.9186    237.9246   -379.5010  24 292
   380.0000     16.3025     23.9563      5.5583   -157.6138     29.3745    225.5568   -386.0673  25 292
    15.0000     16.9791     25.4048      5.7558   -163.2134     24.1154    205.1170   -389.6887  26 292
    46.0000     17.1469     27.9093      5.4712   -155.1440     20.3837    186.0185   -390.5920  29 292
    74.0000     17.4084     30.2842      5.7370   -162.6802     20.1262    192.1245   -392.0020  32 292
   105.0000     17.1701     33.6492      6.9520   -197.1349     21.3098    178.5751   -390.7216  36 292
   135.0000     16.0739     37.7347      7.7029   -218.4280     20.1839    156.0786   -384.8588  40 292
   166.0000     14.6442     41.9960      7.7844   -220.7376     18.2053    149.9773   -377.3070  44 292
   196.0000     13.2458     46.4507      7.3378   -208.0747     19.4121    146.2577   -370.0243  48 292
   227.0000     12.3233     50.0121      6.5112   -184.6358     25.8273    157.8583   -365.2751  51 292
   258.0000     12.1489     51.6196      5.9491   -168.6958     37.6832    197.6693   -364.3791  52 292
   288.0000     12.8083     38.9986      6.2361   -176.8343     52.6358    243.4939   -367.7599  39 292
   319.0000     14.0245     27.5155      6.7524   -191.4754     56.9730    256.5510   -374.0565  28 292
   349.0000     15.2188     28.0000      6.1438   -174.2177     42.3008    237.9246   -380.3175  28 292
   380.0000     16.3829     26.3864      5.6155   -159.2349     29.1155    225.5568   -386.4963  28 292
    15.0000     17.0432     28.4554      5.8062   -164.6431     23.9036    205.1170   -390.0335  29 292
    46.0000     17.2287     31.2520      5.5362   -156.9876     20.1308    186.0185   -391.0326  33 292
    74.0000     17.4906     33.8534      5.8056   -164.6263     19.8571    192.1245   -392.4423  35 292
   105.0000     17.2950     38.1694      7.0733   -200.5736     20.7360    178.5751   -391.3940  42 292
   135.0000     16.3417     45.9181      7.9836   -226.3877     18.5925    156.0786   -386.2844  50 292
   166.0000     15.0960     52.7601      8.2629   -234.3070     15.0565    149.9773   -379.6806  55 292
   196.0000     13.7968     56.9556      7.8832   -223.5386     15.4258    146.2577   -372.8799  59 292
   227.0000     12.8488     60.1042      6.9607   -197.3809     22.4485    157.8583   -367.9723  61 292
   258.0000     12.5708     61.4704      6.2553   -177.3779     35.4226    197.6693   -366.5416  62 292
   288.0000     13.0721     45.9965      6.4169   -181.9596     51.3193    243.4939   -369.1187  46 292
   319.0000     14.1644     29.8669      6.8526   -194.3154     56.2845    256.5510   -374.7860  30 292
   349.0000     15.2915     30.0000      6.1954   -175.6798     42.0076    237.9246   -380.7011  30 292
   380.0000     16.4206     27.1203      5.6424   -159.9998     28.9934    225.5568   -386.6972  28 292
    15.0000     17.0699     29.5179      5.8273   -165.2430     23.8148    205.1170   -390.1772  31 292
    46.0000     17.2578     32.5746      5.5595   -157.6491     20.0400    186.0185   -391.1894  34 292
    74.0000     17.5150     35.1808      5.8261   -165.2067     19.7772    192.1245   -392.5750  37 292
   105.0000     17.3296     39.6519      7.1074   -201.5406     20.5749    178.5751   -391.5804  43 292
   135.0000     16.4060     47.9347      8.0529   -228.3521     18.2028    156.0786   -386.6274  53 292
   166.0000     15.2160     58.3340      8.3961   -238.0826     14.1828    149.9773   -380.3124  62 292
   196.0000     14.0050     64.3146      8.1015   -229.7289     13.8452    146.2577   -373.9623  66 292
   227.0000     13.0839     67.3044      7.1735   -203.4144     20.8673    157.8583   -369.1840  68 292
   258.0000     12.7908     68.6116      6.4219   -182.1031     34.2052    197.6693   -367.6715  69 292
   288.0000     13.2158     50.0000      6.5179   -184.8242     50.5888    243.4939   -369.8607  50 292
   319.0000     14.2429     31.0000      6.9095   -195.9282     55.8952    256.5510   -375.1953  31 292
   349.0000     15.3334     31.0000      6.2254   -176.5298     41.8377    237.9246   -380.9227  31 292
   380.0000     16.4432     27.5612      5.6588   -160.4623     28.9197    225.5568   -386.8181  29 292
    15.0000     17.0854     29.9449      5.8396   -165.5907     23.7634    205.1170   -390.2602  31 292
    46.0000     17.2730     33.2238      5.5719   -157.9989     19.9920    186.0185   -391.2715  35 292
